id,replicon_primary,S_ARG,S_VF,S_MOB,S_HOST,S_REP,S_SIZE,S_BMG,S_GEO,S_HAB,S_GROW
208703,IncX4,0.000000,0.000000,0.420000,0.760000,0.900000,0.691958,0.370000,0.000000,0.000000,0.458090
208704,,0.000000,0.000000,0.101586,0.720000,0.300000,0.561802,0.000000,0.000000,0.000000,0.000000
208705,,0.000000,0.330000,0.070000,0.780000,0.300000,0.656955,0.000000,0.227670,0.083333,0.000000
208706,,0.000000,0.480000,0.434547,0.740000,0.300000,0.659254,0.000000,0.000000,0.000000,0.000000
208707,IncX1,0.000000,0.000000,0.420000,0.760000,0.900000,0.691167,0.290000,0.360849,0.166667,0.284318
208708,,0.000000,0.000000,0.070000,0.760000,0.300000,0.573331,0.000000,0.000000,0.083333,0.140165
208709,,0.000000,0.000000,0.070000,0.760000,0.300000,0.517091,0.000000,0.000000,0.000000,0.000000
208710,,0.000000,0.000000,0.070000,0.760000,0.300000,0.463889,0.000000,0.360849,0.083333,0.140165
208711,,0.000000,0.000000,0.229179,0.720000,0.300000,0.527379,0.000000,0.000000,0.000000,0.000000
208712,,0.000000,0.000000,0.092308,0.760000,0.300000,0.584880,0.000000,0.000000,0.000000,0.000000
208713,,0.000000,0.360000,0.091791,0.760000,0.300000,0.659344,0.000000,0.227670,0.000000,0.000000
208714,,0.000000,0.000000,0.442445,0.720000,0.300000,0.584474,0.000000,0.000000,0.000000,0.000000
208715,,0.000000,0.000000,0.089634,0.720000,0.300000,0.593355,0.000000,0.000000,0.000000,0.000000
208716,IncFIB(AP001918),0.000000,0.000000,0.166463,0.720000,0.900000,0.560618,0.000000,0.000000,0.000000,0.000000
208717,IncHI2,0.000000,0.000000,0.078521,0.720000,0.900000,0.694747,0.000000,0.000000,0.000000,0.000000
208718,IncFII(pCoo),0.000000,0.000000,0.595000,0.720000,0.900000,0.652786,0.000000,0.000000,0.000000,0.000000
208719,,0.000000,0.000000,0.079564,0.720000,0.300000,0.641086,0.370000,0.000000,0.000000,0.000000
208720,,0.000000,0.000000,0.119967,0.760000,0.300000,0.531365,0.000000,0.000000,0.083333,0.000000
208721,,0.000000,0.390000,0.092436,0.820000,0.300000,0.676499,0.000000,0.588519,0.250000,0.887310
208722,IncFIA(HI1),0.000000,0.000000,0.080947,0.720000,0.900000,0.632125,0.290000,0.000000,0.000000,0.000000
208723,,0.000000,0.000000,0.420000,0.760000,0.300000,0.560646,0.000000,0.000000,0.000000,0.000000
208724,IncFII,0.872303,0.000000,0.659613,0.800000,0.900000,0.606303,0.000000,0.721698,0.583333,0.685166
208725,,0.000000,0.000000,0.070000,0.760000,0.300000,0.655901,0.000000,0.000000,0.000000,0.000000
208726,,0.000000,0.000000,0.106828,0.720000,0.300000,0.597611,0.290000,0.000000,0.000000,0.000000
208727,,0.872303,0.000000,0.144442,0.760000,0.300000,0.504909,0.000000,0.588519,0.500000,0.481077
208728,,0.000000,0.000000,0.070000,0.720000,0.300000,0.656601,0.000000,0.000000,0.000000,0.000000
208729,,0.000000,0.000000,0.131501,0.720000,0.300000,0.563581,0.290000,0.000000,0.000000,0.000000
208730,IncFII,0.000000,0.000000,0.629615,0.760000,0.900000,0.628630,0.290000,0.360849,0.333333,0.284318
208731,,0.000000,0.000000,0.070000,0.760000,0.300000,0.670994,0.000000,0.000000,0.000000,0.000000
208732,,0.691284,0.000000,0.169300,0.720000,0.300000,0.658785,0.710000,0.000000,0.000000,0.000000
208733,,0.000000,0.330000,0.070000,0.740000,0.300000,0.660275,0.000000,0.000000,0.000000,0.000000
208734,,0.872303,0.000000,0.095019,0.720000,0.300000,0.623269,0.750000,0.000000,0.000000,0.000000
208735,,0.000000,0.000000,0.070000,0.760000,0.300000,0.591523,0.000000,0.455340,0.250000,0.284318
208736,,0.000000,0.330000,0.073901,0.740000,0.300000,0.700604,0.290000,0.000000,0.083333,0.000000
208737,p0111,0.000000,0.000000,0.070000,0.720000,0.300000,0.658704,0.000000,0.000000,0.000000,0.000000
208738,,0.000000,0.330000,0.078830,0.780000,0.300000,0.692383,0.290000,0.227670,0.166667,0.284318
208739,,0.000000,0.000000,0.070000,0.720000,0.300000,0.477489,0.000000,0.227670,0.000000,0.000000
208740,,0.000000,0.390000,0.104680,0.820000,0.300000,0.647597,0.000000,0.227670,0.083333,0.000000
208741,,0.000000,0.330000,0.092406,0.780000,0.300000,0.630587,0.290000,0.227670,0.083333,0.140165
208742,,0.000000,0.000000,0.420000,0.720000,0.300000,0.590498,0.000000,0.000000,0.000000,0.000000
208743,,0.000000,0.000000,0.070000,0.720000,0.300000,0.558713,0.000000,0.000000,0.000000,0.000000
208744,IncX2,0.000000,0.000000,0.432325,0.720000,0.300000,0.697158,0.370000,0.000000,0.000000,0.000000
208745,,0.000000,0.330000,0.086574,0.740000,0.300000,0.650597,0.000000,0.000000,0.000000,0.000000
208746,,0.436151,0.510000,0.079695,0.800000,0.300000,0.713089,0.290000,0.000000,0.083333,0.000000
208747,,0.000000,0.000000,0.100594,0.720000,0.300000,0.563920,0.000000,0.000000,0.083333,0.000000
208748,,0.000000,0.000000,0.070000,0.720000,0.300000,0.642227,0.290000,0.000000,0.000000,0.000000
208749,,0.691284,0.000000,0.123581,0.720000,0.300000,0.618728,0.000000,0.000000,0.000000,0.000000
208750,,0.000000,0.000000,0.085549,0.720000,0.300000,0.608834,0.000000,0.000000,0.000000,0.000000
208751,,0.000000,0.330000,0.462409,0.740000,0.300000,0.542248,0.000000,0.227670,0.166667,0.403640
208752,,0.000000,0.000000,0.420000,0.720000,0.300000,0.582631,0.000000,0.000000,0.000000,0.000000
208753,IncFII(pCoo),0.000000,0.330000,0.070000,0.740000,0.900000,0.581571,0.000000,0.000000,0.000000,0.000000
208754,,0.691284,0.000000,0.070000,0.720000,0.300000,0.678172,0.450000,0.000000,0.000000,0.000000
208755,,0.000000,0.000000,0.074013,0.720000,0.300000,0.698718,0.000000,0.000000,0.000000,0.000000
208756,,0.000000,0.480000,0.070000,0.740000,0.300000,0.683181,0.000000,0.000000,0.000000,0.000000
208757,IncFII(pHN7A8),0.000000,0.000000,0.078264,0.720000,0.900000,0.650777,0.000000,0.000000,0.000000,0.000000
208758,IncFII,0.000000,0.000000,0.097179,0.760000,0.900000,0.571774,0.000000,0.756304,0.500000,0.883371
208759,,0.436151,0.000000,0.133701,0.720000,0.300000,0.607247,0.000000,0.000000,0.000000,0.000000
208760,,0.000000,0.000000,0.074180,0.720000,0.300000,0.696007,0.000000,0.000000,0.000000,0.000000
208761,,0.000000,0.360000,0.090441,0.760000,0.300000,0.697486,0.330000,0.000000,0.000000,0.000000
208762,,0.000000,0.330000,0.081702,0.740000,0.300000,0.719692,0.520000,0.000000,0.083333,0.000000
208763,,0.691284,0.000000,0.070000,0.720000,0.300000,0.682336,0.600000,0.000000,0.083333,0.000000
208764,,0.000000,0.000000,0.070000,0.760000,0.300000,0.554263,0.000000,0.227670,0.000000,0.370481
208765,IncFIA,0.000000,0.000000,0.426844,0.720000,0.900000,0.663295,0.000000,0.000000,0.000000,0.000000
208766,IncFIA,0.000000,0.000000,0.070000,0.720000,0.900000,0.586431,0.000000,0.000000,0.000000,0.000000
208767,Col440I,0.000000,0.000000,0.070000,0.720000,0.500000,0.516678,0.000000,0.000000,0.000000,0.000000
208768,,0.000000,0.000000,0.070000,0.720000,0.300000,0.627937,0.000000,0.000000,0.000000,0.000000
208769,,0.000000,0.000000,0.070000,0.720000,0.300000,0.608862,0.000000,0.000000,0.000000,0.000000
208770,,0.000000,0.360000,0.090646,0.760000,0.300000,0.682017,0.000000,0.000000,0.000000,0.000000
208771,,0.000000,0.000000,0.070000,0.720000,0.300000,0.628686,0.290000,0.000000,0.000000,0.000000
208772,,0.000000,0.000000,0.070000,0.720000,0.300000,0.545792,0.000000,0.000000,0.000000,0.000000
208773,IncI2,0.000000,0.000000,0.070000,0.720000,0.900000,0.695233,0.000000,0.000000,0.000000,0.000000
208774,,0.000000,0.000000,0.070000,0.720000,0.300000,0.599395,0.000000,0.000000,0.000000,0.000000
208775,IncFIA,0.000000,0.000000,0.433256,0.760000,0.900000,0.665419,0.000000,0.000000,0.000000,0.000000
208776,IncFII(pSE11),0.872303,0.000000,0.595000,0.720000,0.900000,0.689753,0.000000,0.000000,0.000000,0.000000
208777,,0.000000,0.330000,0.420000,0.740000,0.300000,0.673882,0.000000,0.000000,0.000000,0.000000
208778,,0.000000,0.000000,0.492046,0.760000,0.300000,0.613886,0.290000,0.360849,0.083333,0.223984
208779,,0.000000,0.330000,0.122599,0.740000,0.300000,0.619955,0.000000,0.000000,0.000000,0.000000
208780,IncFII/IncFII(pCoo),0.000000,0.510000,0.606920,0.760000,0.900000,0.699376,0.290000,0.000000,0.000000,0.000000
208781,Col440I,0.806006,0.000000,0.462638,0.760000,0.500000,0.541891,0.000000,0.360849,0.166667,0.140165
208782,,0.000000,0.480000,0.105553,0.740000,0.300000,0.553949,0.000000,0.000000,0.000000,0.000000
208783,,0.000000,0.000000,0.070000,0.720000,0.300000,0.477190,0.000000,0.000000,0.000000,0.000000
208784,,0.000000,0.000000,0.070000,0.720000,0.300000,0.618681,0.290000,0.000000,0.000000,0.000000
208785,,0.000000,0.000000,0.613252,0.760000,0.300000,0.644198,0.000000,0.227670,0.166667,0.223984
208786,,0.000000,0.000000,0.070000,0.720000,0.300000,0.699058,0.000000,0.000000,0.000000,0.000000
208787,IncFII,0.000000,0.000000,0.070000,0.760000,0.900000,0.620135,0.000000,0.787610,0.583333,0.666268
208788,,0.000000,0.330000,0.085054,0.780000,0.300000,0.683888,0.570000,0.588519,0.333333,0.734181
208789,,0.000000,0.000000,0.083023,0.760000,0.300000,0.666597,0.290000,0.000000,0.000000,0.140165
208790,,0.000000,0.000000,0.070000,0.760000,0.300000,0.591622,0.000000,0.000000,0.000000,0.000000
208791,,0.000000,0.000000,0.070000,0.720000,0.300000,0.654093,0.000000,0.000000,0.000000,0.000000
208792,IncFII,0.000000,0.000000,0.595000,0.720000,0.900000,0.620025,0.000000,0.000000,0.000000,0.140165
208793,,0.000000,0.000000,0.070000,0.720000,0.300000,0.500869,0.000000,0.000000,0.000000,0.000000
208794,,0.000000,0.000000,0.329067,0.720000,0.300000,0.468149,0.000000,0.000000,0.000000,0.000000
208795,,0.691284,0.330000,0.088690,0.780000,0.300000,0.642621,0.370000,0.000000,0.083333,0.000000
208796,,0.000000,0.000000,0.070000,0.720000,0.300000,0.699098,0.000000,0.000000,0.000000,0.000000
208797,,0.000000,0.000000,0.073546,0.720000,0.300000,0.706921,0.000000,0.000000,0.000000,0.000000
208798,,0.000000,0.000000,0.089111,0.720000,0.300000,0.595146,0.000000,0.000000,0.000000,0.000000
208799,,0.000000,0.480000,0.420000,0.740000,0.300000,0.570890,0.000000,0.000000,0.000000,0.000000
208800,,0.000000,0.330000,0.088985,0.740000,0.300000,0.641583,0.000000,0.000000,0.000000,0.000000
208801,,0.000000,0.000000,0.070000,0.760000,0.300000,0.625221,0.000000,0.000000,0.000000,0.000000
208802,,0.000000,0.000000,0.076088,0.760000,0.300000,0.717057,0.290000,0.000000,0.000000,0.000000
208803,,0.000000,0.000000,0.070000,0.760000,0.300000,0.470955,0.000000,0.227670,0.333333,0.645774
208804,,0.000000,0.000000,0.070000,0.760000,0.300000,0.646080,0.000000,0.983974,0.833333,0.975268
208805,,0.000000,0.000000,0.420000,0.760000,0.300000,0.572158,0.000000,0.360849,0.166667,0.140165
208806,,0.000000,0.480000,0.080693,0.780000,0.300000,0.633681,0.330000,0.842480,0.500000,1.000000
208807,,0.000000,0.000000,0.070000,0.760000,0.300000,0.496791,0.000000,0.683011,0.333333,0.902468
208808,,0.691284,0.000000,0.510123,0.720000,0.300000,0.664626,0.000000,0.000000,0.000000,0.000000
208809,,0.000000,0.480000,0.420000,0.740000,0.300000,0.568886,0.000000,0.000000,0.000000,0.000000
208810,,0.436151,0.000000,0.215624,0.720000,0.300000,0.549862,0.000000,0.000000,0.000000,0.000000
208811,IncFII,0.000000,0.000000,0.595000,0.760000,0.900000,0.629914,0.000000,0.842480,0.750000,0.825181
208812,,0.000000,0.360000,0.094731,0.760000,0.300000,0.650945,0.000000,0.000000,0.000000,0.000000
208813,,0.000000,0.000000,0.070000,0.720000,0.300000,0.628712,0.000000,0.000000,0.000000,0.000000
208814,,0.000000,0.000000,0.142185,0.720000,0.300000,0.552951,0.000000,0.000000,0.000000,0.000000
208815,,0.000000,0.000000,0.070000,0.720000,0.300000,0.551612,0.000000,0.000000,0.000000,0.000000
208816,,0.000000,0.480000,0.075895,0.740000,0.300000,0.673200,0.290000,0.000000,0.000000,0.000000
208817,,0.000000,0.480000,0.420000,0.780000,0.300000,0.587502,0.000000,0.000000,0.000000,0.000000
208818,,0.000000,0.000000,0.079403,0.720000,0.300000,0.642214,0.330000,0.000000,0.000000,0.000000
208819,,0.000000,0.000000,0.070000,0.760000,0.300000,0.576114,0.000000,0.227670,0.083333,0.000000
208820,,0.000000,0.000000,0.070000,0.720000,0.300000,0.624028,0.000000,0.000000,0.000000,0.000000
208821,,0.000000,0.000000,0.095092,0.720000,0.300000,0.577076,0.290000,0.000000,0.000000,0.000000
208822,,0.000000,0.330000,0.125371,0.740000,0.300000,0.570548,0.000000,0.000000,0.166667,0.140165
208823,,0.000000,0.330000,0.070000,0.740000,0.300000,0.719544,0.450000,0.000000,0.000000,0.000000
208824,,0.000000,0.330000,0.070000,0.740000,0.300000,0.683717,0.290000,0.000000,0.000000,0.000000
208825,,0.000000,0.480000,0.070000,0.740000,0.300000,0.592736,0.000000,0.000000,0.000000,0.000000
208826,,0.000000,0.000000,0.104439,0.720000,0.300000,0.602061,0.000000,0.000000,0.000000,0.000000
208827,,0.000000,0.000000,0.077618,0.720000,0.300000,0.702183,0.570000,0.000000,0.000000,0.000000
208828,,0.000000,0.000000,0.088773,0.720000,0.300000,0.669234,0.000000,0.000000,0.000000,0.000000
208829,,0.000000,0.000000,0.070000,0.760000,0.300000,0.591470,0.000000,0.227670,0.083333,0.000000
208830,,0.000000,0.000000,0.070000,0.720000,0.300000,0.513254,0.000000,0.000000,0.000000,0.000000
208831,,0.000000,0.000000,0.096913,0.720000,0.300000,0.618425,0.000000,0.000000,0.083333,0.000000
208832,,0.000000,0.000000,0.091740,0.720000,0.300000,0.693398,0.000000,0.000000,0.000000,0.000000
208833,,0.000000,0.000000,0.070000,0.720000,0.300000,0.635468,0.000000,0.000000,0.000000,0.000000
208834,IncI2,0.000000,0.000000,0.070000,0.760000,0.900000,0.612403,0.000000,0.000000,0.000000,0.140165
208835,IncI2,0.000000,0.000000,0.070000,0.760000,0.900000,0.572611,0.000000,0.639151,0.583333,0.481077
208836,,0.000000,0.000000,0.097340,0.720000,0.300000,0.617381,0.000000,0.000000,0.000000,0.000000
208837,,0.000000,0.330000,0.093291,0.740000,0.300000,0.654926,0.000000,0.227670,0.000000,0.000000
208838,IncI1,0.000000,0.000000,0.070000,0.720000,0.900000,0.656380,0.000000,0.227670,0.000000,0.000000
208839,IncFIA,0.000000,0.000000,0.433912,0.720000,0.900000,0.662214,0.000000,0.000000,0.000000,0.000000
208840,IncFII,0.691284,0.000000,0.727746,0.760000,0.900000,0.623058,0.870000,0.360849,0.500000,0.196260
208841,,0.000000,0.000000,0.094886,0.720000,0.300000,0.623622,0.000000,0.000000,0.000000,0.000000
208842,,0.000000,0.000000,0.070000,0.720000,0.300000,0.618764,0.000000,0.000000,0.000000,0.000000
208843,,0.000000,0.000000,0.188203,0.720000,0.300000,0.474224,0.000000,0.000000,0.000000,0.000000
208844,IncFII,0.691284,0.000000,0.165707,0.720000,0.900000,0.621468,0.440000,0.000000,0.000000,0.000000
208845,,0.000000,0.480000,0.070000,0.740000,0.300000,0.702347,0.370000,0.000000,0.000000,0.000000
208846,,0.000000,0.000000,0.595000,0.720000,0.300000,0.691534,0.000000,0.000000,0.000000,0.000000
208847,,0.000000,0.330000,0.089649,0.780000,0.300000,0.639302,0.000000,0.227670,0.166667,0.140165
208848,,0.000000,0.000000,0.078097,0.720000,0.300000,0.652137,0.000000,0.000000,0.000000,0.000000
208849,,0.000000,0.000000,0.088044,0.720000,0.300000,0.598958,0.000000,0.000000,0.000000,0.000000
208850,,0.000000,0.000000,0.210449,0.720000,0.300000,0.554778,0.000000,0.227670,0.166667,0.000000
208851,,0.000000,0.000000,0.157925,0.720000,0.300000,0.493862,0.000000,0.000000,0.000000,0.000000
208852,IncFIA,0.000000,0.000000,0.433736,0.720000,0.900000,0.663058,0.000000,0.000000,0.000000,0.000000
208853,IncI1,0.000000,0.480000,0.074183,0.740000,0.900000,0.695968,0.290000,0.000000,0.000000,0.000000
208854,,0.000000,0.000000,0.070000,0.720000,0.300000,0.488179,0.000000,0.000000,0.000000,0.000000
208855,,0.000000,0.000000,0.201810,0.720000,0.300000,0.466993,0.000000,0.000000,0.000000,0.000000
208856,,0.872303,0.000000,0.148472,0.720000,0.300000,0.547408,0.000000,0.000000,0.000000,0.000000
208857,,0.806006,0.000000,0.172740,0.720000,0.300000,0.483528,0.000000,0.000000,0.000000,0.000000
208858,pEC4115,0.000000,0.000000,0.074441,0.720000,0.300000,0.691995,0.000000,0.000000,0.000000,0.000000
208859,,0.000000,0.000000,0.155349,0.760000,0.300000,0.587833,0.000000,0.227670,0.083333,0.000000
208860,,0.000000,0.510000,0.072573,0.760000,0.300000,0.728215,0.290000,0.000000,0.000000,0.000000
208861,,0.000000,0.000000,0.104556,0.720000,0.300000,0.674744,0.000000,0.000000,0.000000,0.000000
208862,IncHI2,0.000000,0.000000,0.070000,0.720000,0.900000,0.659776,0.000000,0.000000,0.000000,0.000000
208863,,0.000000,0.000000,0.080681,0.720000,0.300000,0.633756,0.000000,0.000000,0.000000,0.000000
208864,,0.872303,0.000000,0.171407,0.720000,0.300000,0.562179,0.290000,0.000000,0.000000,0.000000
208865,,0.000000,0.000000,0.070000,0.720000,0.300000,0.561704,0.000000,0.000000,0.000000,0.000000
208866,,0.000000,0.000000,0.109641,0.720000,0.300000,0.546728,0.000000,0.000000,0.000000,0.000000
208867,,0.000000,0.000000,0.148370,0.760000,0.300000,0.501496,0.000000,0.227670,0.083333,0.000000
208868,,0.000000,0.000000,0.148658,0.720000,0.300000,0.501253,0.000000,0.000000,0.000000,0.000000
208869,,0.000000,0.000000,0.149872,0.720000,0.300000,0.500236,0.000000,0.000000,0.000000,0.000000
208870,,0.000000,0.000000,0.070000,0.720000,0.300000,0.483664,0.000000,0.000000,0.000000,0.000000
208871,,0.436151,0.000000,0.133096,0.720000,0.300000,0.588789,0.330000,0.000000,0.000000,0.000000
208872,,0.691284,0.000000,0.446024,0.720000,0.300000,0.574657,0.000000,0.227670,0.083333,0.000000
208873,,0.000000,0.540000,0.076651,0.780000,0.300000,0.738102,0.000000,0.000000,0.000000,0.000000
208874,,0.000000,0.330000,0.073949,0.740000,0.300000,0.699794,0.290000,0.000000,0.000000,0.000000
208875,,0.000000,0.000000,0.118000,0.720000,0.300000,0.580029,0.000000,0.000000,0.000000,0.000000
208876,IncFIA/IncFIB(AP001918),0.000000,0.000000,0.107031,0.760000,0.900000,0.624154,0.000000,0.756304,0.416667,0.748492
208877,,0.000000,0.000000,0.076108,0.720000,0.300000,0.670840,0.000000,0.000000,0.000000,0.000000
208878,,0.436151,0.000000,0.107684,0.720000,0.300000,0.596086,0.290000,0.000000,0.000000,0.000000
208879,,0.000000,0.000000,0.138431,0.720000,0.300000,0.510496,0.290000,0.000000,0.000000,0.000000
208880,,0.000000,0.330000,0.085897,0.740000,0.300000,0.680271,0.000000,0.000000,0.000000,0.000000
208881,,0.000000,0.000000,0.595000,0.720000,0.300000,0.669422,0.000000,0.000000,0.000000,0.000000
208882,,0.000000,0.000000,0.129183,0.720000,0.300000,0.566130,0.000000,0.000000,0.000000,0.000000
208883,,0.000000,0.000000,0.078877,0.720000,0.300000,0.692034,0.490000,0.000000,0.000000,0.000000
208884,,0.436151,0.000000,0.080231,0.760000,0.300000,0.682608,0.290000,0.227670,0.166667,0.140165
208885,,0.000000,0.000000,0.070000,0.720000,0.300000,0.614835,0.000000,0.000000,0.000000,0.000000
208886,,0.000000,0.540000,0.150793,0.820000,0.300000,0.606282,0.290000,1.000000,0.916667,0.596909
208887,,0.000000,0.000000,0.595000,0.720000,0.300000,0.659080,0.000000,0.227670,0.000000,0.140165
208888,IncFII,0.000000,0.000000,0.070000,0.720000,0.900000,0.641149,0.000000,0.000000,0.000000,0.000000
208889,,0.872303,0.000000,0.100681,0.720000,0.300000,0.563730,0.000000,0.000000,0.000000,0.000000
208890,p0111,0.000000,0.000000,0.070000,0.720000,0.300000,0.646088,0.000000,0.227670,0.000000,0.000000
208891,,0.000000,0.000000,0.108501,0.720000,0.300000,0.621570,0.290000,0.000000,0.000000,0.000000
208892,,0.000000,0.000000,0.070000,0.720000,0.300000,0.663510,0.000000,0.000000,0.000000,0.000000
208893,,0.000000,0.000000,0.070000,0.720000,0.300000,0.671731,0.000000,0.000000,0.000000,0.000000
208894,,0.000000,0.000000,0.070000,0.720000,0.300000,0.508530,0.000000,0.000000,0.000000,0.000000
208895,,0.000000,0.570000,0.370000,0.840000,0.300000,0.504546,0.370000,1.000000,0.750000,1.000000
208896,,0.000000,0.510000,0.070000,0.760000,0.300000,0.619827,0.000000,0.000000,0.000000,0.000000
208897,,0.000000,0.000000,0.101800,0.720000,0.300000,0.561354,0.000000,0.000000,0.000000,0.000000
208898,,0.000000,0.330000,0.127225,0.740000,0.300000,0.614362,0.000000,0.000000,0.000000,0.000000
208899,,0.000000,0.000000,0.164637,0.720000,0.300000,0.488980,0.000000,0.000000,0.000000,0.000000
208900,IncFIA,0.000000,0.000000,0.433582,0.720000,0.900000,0.663808,0.000000,0.000000,0.000000,0.000000
208901,Col440I,0.000000,0.000000,0.420000,0.720000,0.500000,0.574090,0.000000,0.000000,0.000000,0.000000
208902,IncB/O/K/Z,0.000000,0.480000,0.070000,0.740000,0.500000,0.690937,0.000000,0.000000,0.000000,0.000000
208903,,0.000000,0.480000,0.420000,0.740000,0.300000,0.594192,0.000000,0.000000,0.083333,0.000000
208904,,0.000000,0.000000,0.102150,0.720000,0.300000,0.633534,0.000000,0.000000,0.000000,0.000000
208905,,0.436151,0.000000,0.118460,0.720000,0.300000,0.606303,0.440000,0.000000,0.000000,0.000000
208906,,0.000000,0.000000,0.093209,0.720000,0.300000,0.582252,0.000000,0.000000,0.000000,0.000000
208907,,0.000000,0.000000,0.070000,0.720000,0.300000,0.701106,0.000000,0.000000,0.000000,0.000000
208908,,0.000000,0.000000,0.113466,0.720000,0.300000,0.540615,0.000000,0.000000,0.000000,0.000000
208909,,0.000000,0.480000,0.070000,0.780000,0.300000,0.671798,0.290000,0.528634,0.333333,0.273498
208910,,0.000000,0.000000,0.074753,0.720000,0.300000,0.687485,0.000000,0.000000,0.000000,0.000000
208911,,0.691284,0.000000,0.086157,0.760000,0.300000,0.606289,0.000000,0.000000,0.250000,0.331538
208912,Col156,0.000000,0.000000,0.420000,0.720000,0.500000,0.573787,0.000000,0.000000,0.000000,0.000000
208913,,0.691284,0.000000,0.089293,0.720000,0.300000,0.594518,0.000000,0.000000,0.000000,0.000000
208914,,0.000000,0.000000,0.168782,0.720000,0.300000,0.532134,0.000000,0.227670,0.000000,0.000000
208915,,0.000000,0.480000,0.070000,0.740000,0.300000,0.592989,0.000000,0.000000,0.000000,0.000000
208916,IncB/O/K/Z,0.000000,0.000000,0.092908,0.720000,0.500000,0.583120,0.000000,0.000000,0.000000,0.000000
208917,IncFII(pCoo),0.000000,0.000000,0.075467,0.720000,0.900000,0.678194,0.290000,0.227670,0.000000,0.000000
208918,,0.000000,0.480000,0.082655,0.740000,0.300000,0.622500,0.000000,0.000000,0.000000,0.000000
208919,,0.000000,0.480000,0.070000,0.780000,0.300000,0.677942,0.330000,0.787610,0.416667,0.774819
208920,,0.000000,0.000000,0.102216,0.720000,0.300000,0.560490,0.000000,0.000000,0.000000,0.000000
208921,,0.000000,0.390000,0.089119,0.780000,0.300000,0.668024,0.000000,0.000000,0.083333,0.000000
208922,,0.000000,0.000000,0.070000,0.720000,0.300000,0.689588,0.370000,0.000000,0.000000,0.645774
208923,,0.000000,0.000000,0.098190,0.720000,0.300000,0.569350,0.000000,0.227670,0.000000,0.284318
208924,,0.000000,0.000000,0.070000,0.720000,0.300000,0.477688,0.000000,0.000000,0.000000,0.000000
208925,,0.000000,0.000000,0.070000,0.760000,0.300000,0.701935,0.000000,0.000000,0.000000,0.000000
208926,,0.000000,0.000000,0.070000,0.720000,0.300000,0.531099,0.000000,0.000000,0.000000,0.000000
208927,,0.000000,0.000000,0.101348,0.760000,0.300000,0.608302,0.000000,0.721698,0.500000,0.466018
208928,,0.000000,0.000000,0.139995,0.720000,0.300000,0.508996,0.000000,0.000000,0.000000,0.000000
208929,,0.000000,0.000000,0.426788,0.760000,0.300000,0.663841,0.000000,0.000000,0.000000,0.000000
208930,,0.000000,0.510000,0.118118,0.800000,0.300000,0.606773,0.000000,0.000000,0.000000,0.284318
208931,,0.000000,0.510000,0.090160,0.800000,0.300000,0.698404,0.290000,0.227670,0.166667,0.432461
208932,IncI2,0.000000,0.000000,0.070000,0.720000,0.900000,0.693625,0.000000,0.000000,0.000000,0.000000
208933,,0.000000,0.000000,0.070000,0.720000,0.300000,0.635845,0.000000,0.000000,0.166667,0.140165
208934,IncFII(pCoo),0.000000,0.000000,0.595000,0.720000,0.900000,0.672143,0.000000,0.000000,0.000000,0.000000
208935,,0.000000,0.000000,0.107915,0.720000,0.300000,0.641680,0.290000,0.000000,0.000000,0.000000
208936,,0.000000,0.000000,0.070000,0.720000,0.300000,0.593016,0.000000,0.000000,0.000000,0.000000
208937,,0.691284,0.000000,0.178903,0.720000,0.300000,0.639972,0.480000,0.000000,0.000000,0.000000
208938,,0.691284,0.000000,0.110429,0.720000,0.300000,0.637419,0.480000,0.000000,0.000000,0.223984
208939,,0.000000,0.000000,0.144664,0.720000,0.300000,0.550710,0.000000,0.000000,0.000000,0.000000
208940,,0.000000,0.000000,0.162327,0.720000,0.300000,0.563526,0.000000,0.000000,0.000000,0.000000
208941,IncFIA(HI1),0.000000,0.000000,0.096212,0.720000,0.900000,0.693082,0.000000,0.000000,0.000000,0.000000
208942,,0.000000,0.000000,0.092580,0.760000,0.300000,0.584075,0.000000,0.360849,0.083333,0.370481
208943,,0.000000,0.510000,0.088448,0.760000,0.300000,0.597489,0.000000,0.000000,0.000000,0.000000
208944,,0.000000,0.330000,0.101900,0.740000,0.300000,0.667951,0.330000,0.000000,0.000000,0.000000
208945,,0.000000,0.000000,0.265652,0.760000,0.300000,0.513688,0.000000,0.528634,0.250000,0.407978
208946,,0.000000,0.000000,0.070000,0.720000,0.300000,0.500869,0.000000,0.000000,0.000000,0.000000
208947,,0.000000,0.000000,0.600260,0.720000,0.300000,0.680756,0.000000,0.000000,0.000000,0.000000
208948,,0.691284,0.000000,0.179298,0.720000,0.300000,0.639302,0.480000,0.000000,0.000000,0.000000
208949,,0.000000,0.000000,0.083398,0.720000,0.300000,0.618716,0.680000,0.000000,0.000000,0.000000
208950,,0.000000,0.000000,0.070000,0.720000,0.300000,0.524402,0.000000,0.000000,0.000000,0.000000
208951,IncR,0.000000,0.000000,0.111605,0.720000,0.900000,0.662423,0.290000,0.000000,0.000000,0.000000
208952,,0.000000,0.000000,0.077615,0.760000,0.300000,0.656208,0.000000,0.000000,0.000000,0.000000
208953,,0.691284,0.000000,0.094192,0.720000,0.300000,0.652405,0.410000,0.000000,0.000000,0.000000
208954,,0.000000,0.000000,0.112457,0.720000,0.300000,0.542173,0.000000,0.000000,0.000000,0.000000
