acc_base,accession,label,n_arg,n_highrisk,has_vf,length_bp,is_chromosome,replicons,n_housekeeping,S_ARG,n_vf,S_VF,S_SIZE,n_metal,S_BM,n_is,n_tn,S_MOB,S_REP,S_HOST,S_GEO,S_HAB,S_GROW,S_final,grade
NZ_CP098481,NZ_CP098481,low_risk,0,0,0,8308,False,,0,0.0,0,0.0,0.0970449003160629,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0572656776914721,E
NZ_CP100393,NZ_CP100393,high_risk,15,1,0,243752,False,,0,1.0,0,0.0,0.974401950270303,15,0.720125306626771,14,2,0.109846073057862,0.3,0.76,0.0,0.0,0.0,0.617813920879554,A
NZ_CP115070,NZ_CP115070,low_risk,0,0,0,3066,False,,0,0.0,0,0.0,0.0186662338542835,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0430948147951824,E
NZ_CP115080,NZ_CP115080,low_risk,0,0,0,5066,False,Col(IMGS31),0,0.0,0,0.0,0.0435289504491137,0,0.0,0,0,0.07,0.3,0.8,0.36084880671453,0.166666666666667,0.223984043879332,0.0498175395629644,E
NZ_CP115081,NZ_CP115081,low_risk,0,0,0,4046,False,,0,0.0,0,0.0,0.0298756206308827,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0451214719243915,E
NZ_CP115082,NZ_CP115082,low_risk,0,0,0,2348,False,Col(IRGK),0,0.0,0,0.0,0.0118244300649326,0,0.0,0,0,0.07,0.3,0.8,0.36084880671453,0.166666666666667,0.331538269758165,0.0456664093979233,E
NZ_CP115087,NZ_CP115087,low_risk,0,0,0,2520,False,Col(IMGS31),0,0.0,0,0.0,0.0133488952756465,0,0.0,0,0,0.07,0.3,0.8,0.36084880671453,0.166666666666667,0.223984043879332,0.0443609855876015,E
NZ_CP115088,NZ_CP115088,low_risk,0,0,0,2348,False,Col(IRGK),0,0.0,0,0.0,0.0118244300649326,0,0.0,0,0,0.07,0.3,0.8,0.36084880671453,0.166666666666667,0.331538269758165,0.0456664093979233,E
NZ_CP115097,NZ_CP115097,low_risk,0,0,0,2520,False,Col(IMGS31),0,0.0,0,0.0,0.0133488952756465,0,0.0,0,0,0.07,0.3,0.8,0.36084880671453,0.166666666666667,0.223984043879332,0.0443609855876015,E
NZ_CP117476,NZ_CP117476,high_risk,16,1,0,130842,False,IncFIB(pB171),0,1.0,0,0.0,0.928142726168501,5,0.465374228362632,19,5,0.127514100976751,0.9,0.76,0.0,0.0,0.0,0.561052869930808,B
NZ_CP121793,NZ_CP121793,high_risk,2,2,1,296497,False,,0,0.541303097242993,2,0.458156909991326,0.981649836801641,9,0.598051121980712,26,0,0.113153590086915,0.3,0.76,0.0,0.0,0.0,0.531942330732936,B
NZ_CP123933,NZ_CP123933,high_risk,6,1,1,299962,False,IncHI1B(pNDM-MAR),0,0.804530977561084,6,0.811507562957249,0.982009902832744,13,0.685443157670919,19,2,0.110501330168488,0.3,0.76,0.0,0.0,0.0,0.653088719026715,A
NZ_CP123934,NZ_CP123934,low_risk,0,0,0,112868,False,,0,0.0,0,0.0,0.909025863869581,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.204071835901948,D
NZ_CP123935,NZ_CP123935,low_risk,0,0,0,86836,False,IncFII(pAR0022);IncFIA(HI1);IncFII(pKP91),0,0.0,0,0.0,0.863693769240358,0,0.0,1,1,0.11222972972973,0.9,0.8,0.0,0.0,0.0,0.204321921316495,D
NZ_CP126762,NZ_CP126762,high_risk,11,1,0,174893,False,IncFII(pECLA);IncFIB(pECLA),0,0.971979655316386,0,0.0,0.955323598187674,42,0.976897642579472,21,1,0.118868679707021,0.9,0.8,0.0,0.0,0.14016454749439,0.668565424662937,A
NZ_CP126768,NZ_CP126768,high_risk,11,1,0,174866,False,IncFII(pECLA);IncFIB(pECLA),0,0.971979655316386,0,0.0,0.955312149626852,42,0.976897642579472,21,1,0.118871593105578,0.9,0.8,0.0,0.0,0.14016454749439,0.668563949387787,A
NZ_CP126775,NZ_CP126775,low_risk,0,0,0,110856,False,IncFIB(pHCM2),0,0.0,0,0.0,0.906408608323793,0,0.0,0,0,0.0786415485655029,0.9,0.76,0.227670248696953,0.0833333333333333,0.14016454749439,0.206646674001707,D
NZ_CP126820,NZ_CP126820,high_risk,10,1,0,249398,False,IncHI2A;IncHI2;pKPC-CAV1321,0,0.944948051202489,0,0.0,0.975375649008099,28,0.874588763425817,16,1,0.110224620887096,0.9,0.76,0.0,0.0,0.0,0.639013192233622,A
NZ_CP126852,NZ_CP126852,high_risk,4,1,0,110786,False,IncFIB(pB171);IncFII(Yp);IncFII(pAR0022),0,0.7,0,0.0,0.90631548169303,0,0.0,10,2,0.595,0.9,0.78,0.0,0.0,0.0,0.4813573390901,B
NZ_CP126870,NZ_CP126870,high_risk,12,2,0,153892,False,IncFII(pECLA);IncFIB(pECLA),0,0.996846320583541,0,0.0,0.944819233195227,27,0.865474484327612,22,1,0.122418319340836,0.9,0.8,0.0,0.0,0.14016454749439,0.649945505556172,A
NZ_CP126874,NZ_CP126874,high_risk,12,2,0,184852,False,IncFII(pECLA);IncFIB(pECLA),0,0.996846320583541,0,0.0,0.959254522671735,36,0.937864800570352,23,1,0.119475039491052,0.9,0.8,0.0,0.0,0.14016454749439,0.66724351726665,A
NZ_CP126879,NZ_CP126879,high_risk,8,1,0,186838,False,IncFIB(K);IncL,0,0.882606194485985,0,0.0,0.959973956286041,26,0.856028705117817,17,5,0.117662359905373,0.9,0.8,0.0,0.0,0.0,0.619693437884255,A
NZ_CP129424,NZ_CP129424,low_risk,0,0,0,2361,False,,0,0.0,0,0.0,0.0119370303145243,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0418781747951939,E
NZ_CP130904,NZ_CP130904,low_risk,0,0,0,5546,False,Col440II,0,0.0,0,0.0,0.0505670104073369,0,0.0,0,0,0.42,0.5,0.8,0.0,0.0,0.0,0.118924515481646,E
NZ_CP130905,NZ_CP130905,low_risk,0,0,0,4500,False,Col(Ye4449),0,0.0,0,0.0,0.035721239631597,0,0.0,0,0,0.42,0.3,0.76,0.0,0.0,0.0,0.114512400125393,E
NZ_CP131472,NZ_CP131472,low_risk,0,0,0,9239,False,,0,0.0,0,0.0,0.114458688523536,1,0.25,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.113214090599383,E
NZ_CP144924,NZ_CP144924,low_risk,0,0,0,1957,False,,0,0.0,0,0.0,0.0086447416859336,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0412829290111447,E
NZ_CP146488,NZ_CP146488,low_risk,0,0,0,9379,False,,0,0.0,0,0.0,0.117133584244725,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0608977117457742,E
NZ_CP146914,NZ_CP146914,low_risk,0,0,0,7596,False,,0,0.0,0,0.0,0.0842353143503509,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0549497045488714,E
NZ_CP146915,NZ_CP146915,low_risk,0,0,0,7096,False,,0,0.0,0,0.0,0.0755481621771326,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0533790674359535,E
NZ_CP146917,NZ_CP146917,low_risk,0,0,0,5648,False,,0,0.0,0,0.0,0.0521087812594337,1,0.25,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.101941227366034,E
NZ_CP146918,NZ_CP146918,low_risk,0,0,0,5456,False,,0,0.0,0,0.0,0.049219769902367,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0486188941126759,E
NZ_CP146919,NZ_CP146919,low_risk,0,0,0,1882,False,,0,0.0,0,0.0,0.0080819561761916,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0411811773909834,E
NZ_CP156028,NZ_CP156028,low_risk,0,0,0,7542,False,,0,0.0,0,0.0,0.0832841800460193,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0547777394666482,E
NZ_CP157268,NZ_CP157268,high_risk,20,1,0,255719,False,,0,1.0,0,0.0,0.976398648358587,22,0.814382860162688,6,7,0.107625557741114,0.3,0.76,0.0,0.0,0.0,0.637628912024554,A
NZ_CP162157,NZ_CP162157,low_risk,0,0,0,4305,False,Col(pHAD28),0,0.0,0,0.0,0.0331630874153133,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0457158459190166,E
NZ_CP165980,NZ_CP165980,low_risk,0,0,0,6143,False,,0,0.0,0,0.0,0.0598069721534628,1,0.25,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.103333060279674,E
NZ_CP165987,NZ_CP165987,low_risk,0,0,0,3598,False,,0,0.0,0,0.0,0.0245008761722681,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.044149718126274,E
NZ_CP166138,NZ_CP166138,low_risk,0,0,0,4076,False,,0,0.0,0,0.0,0.0302498182501192,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0451891268539495,E
NZ_CP166293,NZ_CP166293,high_risk,13,1,0,300111,False,IncHI2;pKPC-CAV1321;IncHI2A,0,1.0,0,0.0,0.982025137230311,22,0.814382860162688,22,2,0.111995561642192,0.9,0.76,0.0,0.0,0.0,0.641338099008771,A
NZ_CP168552,NZ_CP168552,low_risk,0,0,0,7380,False,,0,0.0,0,0.0,0.0804491843926454,3,0.360062653313385,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.130310404632305,E
NZ_CP172578,NZ_CP172578,high_risk,9,1,0,289270,False,repHI5B_1_pC39;repFIB_1_pC39,0,0.915338279036696,0,0.0,0.980861487035896,24,0.836039590648038,12,0,0.10622256023784,0.3,0.76,0.0,0.0,0.0,0.621998153653682,A
NZ_CP172579,NZ_CP172579,high_risk,1,1,0,171410,False,IncFIA(pBK30683);IncFII(pKP91);IncFII(pAR0022),0,0.415338279036697,0,0.0,0.953808168759459,16,0.735871357970233,12,4,0.11400151683099,0.3,0.76,0.0,0.0,0.0,0.475139068008412,B
NZ_CP174541,NZ_CP174541,high_risk,2,1,0,99500,False,IncFIB(pB171);IncFII(pAR0022);IncFII(Yp),0,0.541303097242993,0,0.0,0.889220875016505,1,0.25,10,2,0.595,0.9,0.78,0.0,0.0,0.0,0.492217632408069,B
NZ_CP174545,NZ_CP174545,high_risk,6,1,0,177994,False,IncX3;IncFIB(pHCM2),0,0.804530977561084,0,0.0,0.956608740141905,10,0.622806063781382,9,1,0.42,0.9,0.8,0.227670248696953,0.0833333333333333,0.14016454749439,0.615007941749784,A
NZ_CP175579,NZ_CP175579,high_risk,4,1,0,98733,False,IncN;IncX3,0,0.7,0,0.0,0.887889699863789,4,0.418019795324019,5,0,0.42,0.9,0.8,0.0,0.0,0.0,0.531158238507806,B
NZ_CP175833,NZ_CP175833,low_risk,0,0,0,4397,False,,0,0.0,0,0.0,0.0343612887251029,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0459324807158265,E
NZ_CP175834,NZ_CP175834,low_risk,0,0,0,2701,False,,0,0.0,0,0.0,0.0150326101556564,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0424378556304706,E
NZ_CP175842,NZ_CP175842,low_risk,0,0,0,2735,False,,0,0.0,0,0.0,0.0153577870247004,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0424966476083937,E
NZ_CP175947,NZ_CP175947,high_risk,17,1,0,96399,False,IncR,0,1.0,0,0.0,0.883685663976216,9,0.598051121980712,12,1,0.120228425606075,0.9,0.8,0.0,0.0,0.0,0.580677386675426,B
NZ_CP178201,NZ_CP178201,low_risk,0,0,0,175805,False,IncFIB(K),0,0.0,0,0.0,0.955707640950808,30,0.891910534276641,12,3,0.11279827081141,0.9,0.8,0.0,0.0,0.0,0.409445573395741,C
NZ_CP187415,NZ_CP187415,low_risk,0,0,0,5417,False,,0,0.0,0,0.0,0.0486398438537619,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0485140434830881,E
NZ_CP187416,NZ_CP187416,low_risk,0,0,0,5112,False,,0,0.0,0,0.0,0.044187423224258,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0477090458332738,E
NZ_CP189634,NZ_CP189634,high_risk,8,1,0,230007,False,repUS15_2_repA(pNB2354p1),0,0.882606194485985,0,0.0,0.971763011583322,3,0.360062653313385,34,0,0.122173238205794,0.3,0.76,0.0,0.0,0.0,0.515069539202023,B
NZ_CP196046,NZ_CP196046,low_risk,0,0,0,2890,False,,0,0.0,0,0.0,0.0168751557697599,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0427709878775005,E
NZ_CP196052,NZ_CP196052,low_risk,0,0,0,9188,False,rep28_1_repA(pCIS4),0,0.0,0,0.0,0.113487646316948,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0602385261684321,E
NZ_CP196053,NZ_CP196053,low_risk,0,0,0,8686,False,rep28_2_LBPp6g007(LBPp6),0,0.0,0,0.0,0.104032040560625,1,0.25,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.111328952647689,E
NZ_CP196054,NZ_CP196054,low_risk,0,0,0,6143,False,,0,0.0,0,0.0,0.0598069721534628,1,0.25,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.103333060279674,E
NZ_JACKZO010000422,NZ_JACKZO010000422,low_risk,0,0,0,1072,False,,0,0.0,0,0.0,0.0030556400615736,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0402724194374604,E
NZ_JACKZO010000449,NZ_JACKZO010000449,low_risk,0,0,0,8228,False,,0,0.0,0,0.0,0.0955819341544727,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0570011734094566,E
NZ_JACKZO010000454,NZ_JACKZO010000454,low_risk,0,0,0,1183,False,,0,0.0,0,0.0,0.0036240009671278,0,0.0,1,0,0.226796280642435,0.3,0.76,0.0,0.0,0.0,0.0692763402539776,E
NZ_JAESGZ010000002,NZ_JAESGZ010000002,high_risk,18,2,0,259441,False,IncHI2A;IncN;IncHI2;pKPC-CAV1321,0,1.0,0,0.0,0.976970251727735,16,0.735871357970233,19,5,0.139880158198768,0.9,0.76,0.0,0.0,0.0,0.629533792604056,A
NZ_JAESGZ010000003,NZ_JAESGZ010000003,low_risk,0,0,0,86432,False,,0,0.0,0,0.0,0.862737252351489,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.195702854939477,D
NZ_JAHPLL010000015,NZ_JAHPLL010000015,low_risk,0,0,0,110516,False,IncFIB(pNDM-Mar),0,0.0,0,0.0,0.90595494609018,0,0.0,3,0,0.104071808606899,0.3,0.76,0.0,0.0,0.0,0.207369710389773,D
NZ_JAIEUB010000002,NZ_JAIEUB010000002,high_risk,16,1,0,334517,False,IncHI2A;IncHI2;pKPC-CAV1321,0,1.0,0,0.0,0.985067759374349,30,0.891910534276641,19,1,0.108968154084845,0.9,0.76,0.0,0.0,0.0,0.657644155982826,A
NZ_JAIEUF010000002,NZ_JAIEUF010000002,high_risk,16,1,0,294342,False,IncHI2;pKPC-CAV1321;IncHI2A,0,1.0,0,0.0,0.98142016699376,30,0.891910534276641,21,2,0.111721059176061,0.9,0.76,0.0,0.0,0.0,0.657546539209532,A
NZ_JARQOB010000023,NZ_JARQOB010000023,low_risk,0,0,0,5862,False,,0,0.0,0,0.0,0.0553937311641491,1,0.25,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.102535146308806,E
NZ_JARQOB010000026,NZ_JARQOB010000026,low_risk,0,0,0,1718,False,,0,0.0,0,0.0,0.0069062904028223,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0409686170191582,E
NZ_JARQOB010000029,NZ_JARQOB010000029,low_risk,0,0,0,1215,False,,0,0.0,0,0.0,0.0037953355115033,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0404061563748077,E
NZ_JAZDRY010000005,NZ_JAZDRY010000005,low_risk,0,0,0,5529,False,,0,0.0,0,0.0,0.0503115811194617,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0488162935807266,E
NZ_JBFSEV010000006,NZ_JBFSEV010000006,low_risk,0,0,0,6459,False,,0,0.0,0,0.0,0.0648989058663468,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0514536818949634,E
NZ_JBNVST010000003,NZ_JBNVST010000003,low_risk,0,0,0,223551,False,repFIB_1_pC39;IncFIB(K)(pCAV1099-114);RepB_1_pC39,0,0.0,0,0.0,0.970373776876553,20,0.790754732720165,35,11,0.130865440100917,0.3,0.76,0.0,0.0,0.0,0.391492614734377,C
NZ_JBNZNC020000006,NZ_JBNZNC020000006,low_risk,0,0,0,5596,False,ColRNAI,0,0.0,0,0.0,0.0513208183905052,0,0.0,0,0,0.449622394106803,0.9,0.8,0.0,0.0,0.0,0.126306734602202,E
NZ_JBNZVF020000007,NZ_JBNZVF020000007,low_risk,0,0,0,5596,False,ColRNAI,0,0.0,0,0.0,0.0513208183905052,0,0.0,0,0,0.449622394106803,0.9,0.8,0.0,0.0,0.0,0.126306734602202,E
NZ_JBNZZU020000005,NZ_JBNZZU020000005,low_risk,0,0,0,5596,False,ColRNAI,0,0.0,0,0.0,0.0513208183905052,0,0.0,0,0,0.449622394106803,0.9,0.8,0.0,0.0,0.0,0.126306734602202,E
NZ_JBOAVN020000005,NZ_JBOAVN020000005,low_risk,0,0,0,5596,False,ColRNAI,0,0.0,0,0.0,0.0513208183905052,0,0.0,0,0,0.449622394106803,0.9,0.8,0.0,0.0,0.0,0.126306734602202,E
NZ_JBPYFU010000005,NZ_JBPYFU010000005,low_risk,0,0,0,9610,False,Col(pHAD28),0,0.0,0,0.0,0.121575823035064,0,0.0,1,0,0.115608740894901,0.3,0.76,0.0,0.0,0.0,0.0679086528213889,E
NZ_JBQAYQ010000013,NZ_JBQAYQ010000013,low_risk,0,0,0,8475,False,rep28_2_LBPp6g007(LBPp6),0,0.0,0,0.0,0.100116915440346,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0578210980259425,E
NZ_JBQAYQ010000015,NZ_JBQAYQ010000015,low_risk,0,0,0,7290,False,,0,0.0,0,0.0,0.0788863727024022,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0539826158989222,E
NZ_JBQAYQ010000017,NZ_JBQAYQ010000017,low_risk,0,0,0,2404,False,,0,0.0,0,0.0,0.0123125508340772,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0419460689051291,E
NZ_JBQFKM020000005,NZ_JBQFKM020000005,high_risk,4,1,0,87323,False,IncFII(pAR0022);IncFII(S),0,0.7,0,0.0,0.864833490694261,1,0.25,6,2,0.42,0.9,0.76,0.0,0.0,0.0,0.490375895117522,B
NZ_JBQRYX020000006,NZ_JBQRYX020000006,low_risk,0,0,0,2058,False,ColpVC,0,0.0,0,0.0,0.0094270197407123,0,0.0,0,0,0.07,0.3,0.76,0.0,0.0,0.0,0.0383234051691208,E
NZ_JBSCRR010000064,NZ_JBSCRR010000064,low_risk,0,0,0,4496,False,,0,0.0,0,0.0,0.0356680652403493,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0461687459097831,E
NZ_JBSCRR010000067,NZ_JBSCRR010000067,low_risk,0,0,0,3763,False,,0,0.0,0,0.0,0.0264331356489974,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0444990706396666,E
NZ_JBSCRR010000069,NZ_JBSCRR010000069,low_risk,0,0,0,2675,False,,0,0.0,0,0.0,0.0147858283372008,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0423932374776938,E
NZ_JBSCRR010000071,NZ_JBSCRR010000071,low_risk,0,0,0,2266,False,Col(pHAD28),0,0.0,0,0.0,0.0111242047325928,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0417312159299807,E
NZ_JBSCRR010000081,NZ_JBSCRR010000081,low_risk,0,0,0,1232,False,,0,0.0,0,0.0,0.0038877003544978,0,0.0,1,1,0.343506493506494,0.3,0.76,0.0,0.0,0.0,0.0931445715487686,E
NZ_JBSCRR010000084,NZ_JBSCRR010000084,low_risk,0,0,0,1052,False,,0,0.0,0,0.0,0.0029575796777341,0,0.0,1,1,0.385171102661597,0.3,0.76,0.0,0.0,0.0,0.101480152458966,E
NZ_JBSCRS010000076,NZ_JBSCRS010000076,low_risk,0,0,0,1462,False,,0,0.0,0,0.0,0.0052269040267969,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0406649839623728,E
NZ_JBSCRT010000049,NZ_JBSCRT010000049,high_risk,2,1,0,3665,False,,0,0.541303097242993,0,0.0,0.025278708306197,1,0.25,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.229601348381173,D
NZ_JBSCRT010000054,NZ_JBSCRT010000054,low_risk,0,0,0,2531,False,,0,0.0,0,0.0,0.0134489181354045,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.042151524113209,E
NZ_JBSCRU010000037,NZ_JBSCRU010000037,low_risk,0,0,0,8579,False,,0,0.0,0,0.0,0.102042041764264,0,0.0,3,2,0.187422776547383,0.3,0.76,0.0,0.0,0.0,0.0790341898442999,E
NZ_JBSCRU010000040,NZ_JBSCRU010000040,low_risk,0,0,0,7343,False,,0,0.0,0,0.0,0.0798056270680046,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0541488170882231,E
NZ_JBSCRU010000047,NZ_JBSCRU010000047,low_risk,0,0,0,2254,False,,0,0.0,0,0.0,0.0110231930073676,0,0.0,1,1,0.233096716947649,0.3,0.76,0.0,0.0,0.0,0.0719000332247472,E
NZ_JBSCRU010000049,NZ_JBSCRU010000049,low_risk,0,0,0,1662,False,,0,0.0,0,0.0,0.0065224529259609,1,0.25,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0936992192033416,E
NZ_JBSCRU010000050,NZ_JBSCRU010000050,low_risk,0,0,0,1464,False,,0,0.0,0,0.0,0.005239266603138,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0406672191161753,E
NZ_JBSQFY030000002,NZ_JBSQFY030000002,low_risk,0,0,0,2613,False,,0,0.0,0,0.0,0.0142039781788412,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0422880389690624,E
NZ_JBSQFZ030000002,NZ_JBSQFZ030000002,low_risk,1,0,0,4612,False,,0,0.215338279036697,0,0.0,0.0372218224991462,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0991644759303569,E
NZ_JBSQGG030000004,NZ_JBSQGG030000004,low_risk,0,0,0,5152,False,Col(pHAD28),0,0.0,0,0.0,0.0447628276989789,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0478130789623033,E
NZ_JBSQGI030000003,NZ_JBSQGI030000003,low_risk,0,0,0,5151,False,Col(pHAD28),0,0.0,0,0.0,0.0447484107733455,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0478104723821488,E
NZ_JBSQGI030000004,NZ_JBSQGI030000004,low_risk,0,0,0,3555,False,Col(pHAD28),0,0.0,0,0.0,0.0240066101438447,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.044060354828335,E
NZ_JBSXPA010000005,NZ_JBSXPA010000005,low_risk,0,0,0,5684,False,,0,0.0,0,0.0,0.0526566657243551,0,0.0,1,0,0.126389866291344,0.3,0.76,0.0,0.0,0.0,0.0576484968730267,E
NZ_JBTGGH010000007,NZ_JBTGGH010000007,low_risk,0,0,0,5596,False,ColRNAI,0,0.0,0,0.0,0.0513208183905052,0,0.0,0,0,0.449622394106803,0.9,0.8,0.0,0.0,0.0,0.126306734602202,E
NZ_JBTLGL010000002,NZ_JBTLGL010000002,high_risk,9,2,0,117549,False,IncFII(pKP91);IncFIB(pQil),0,0.915338279036696,0,0.0,0.914697585014545,5,0.465374228362632,8,2,0.112760635990098,0.9,0.8,0.0,0.0,0.0,0.53601361691458,B
NZ_JBTLHH010000004,NZ_JBTLHH010000004,high_risk,9,2,0,117549,False,IncFII(pKP91);IncFIB(pQil),0,0.915338279036696,0,0.0,0.914697585014545,5,0.465374228362632,8,2,0.112760635990098,0.9,0.8,0.0,0.0,0.0,0.53601361691458,B
NZ_JBUBWV010000003,NZ_JBUBWV010000003,high_risk,4,2,0,118646,False,IncR;IncFII(pHN7A8),0,0.7,0,0.0,0.915948265296988,21,0.802837390438075,14,2,0.595,0.9,0.8,0.0,0.0,0.0,0.653222203226217,A
NZ_JBVTJX020000003,NZ_JBVTJX020000003,high_risk,16,3,0,110879,False,IncFII(pAR0022);IncFII(Yp),0,1.0,0,0.0,0.906439176125239,4,0.418019795324019,7,1,0.595,0.9,0.78,0.0,0.0,0.0,0.643105483815876,A
NZ_JBVTKA020000002,NZ_JBVTKA020000002,high_risk,9,2,0,101526,False,repB(R1701);repA(dmsm701b_NDM1),0,0.915338279036696,0,0.0,0.892623553198071,1,0.25,10,0,0.11477454051179,0.3,0.76,0.0,0.0,0.0,0.484018632844851,B
NZ_JBVTKD020000010,NZ_JBVTKD020000010,low_risk,0,0,0,1558,False,,0,0.0,0,0.0,0.0058339194839806,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0407747323570316,E
NZ_JBVYWM010000003,NZ_JBVYWM010000003,high_risk,13,1,0,172482,False,IncC,0,1.0,0,0.0,0.954283001979611,12,0.666195071670059,6,1,0.106087591748704,0.3,0.76,0.0,0.0,0.0,0.602019243370541,A
NZ_JBWBFT010000040,NZ_JBWBFT010000040,low_risk,0,0,0,9871,False,,0,0.0,0,0.0,0.126635467050552,1,0.25,1,0,0.115196028771148,0.3,0.76,0.0,0.0,0.0,0.121539201914931,E
NZ_JBWBFT010000042,NZ_JBWBFT010000042,low_risk,0,0,0,9440,False,,0,0.0,0,0.0,0.118303238651788,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0611091852625711,E
NZ_JBWBFT010000043,NZ_JBWBFT010000043,low_risk,0,0,0,9436,False,,0,0.0,0,0.0,0.11822646394659,0,0.0,1,0,0.11589656634167,0.3,0.76,0.0,0.0,0.0,0.0673618338718784,E
NZ_JBWBFT010000044,NZ_JBWBFT010000044,low_risk,0,0,0,8206,False,,0,0.0,0,0.0,0.0951806222107607,0,0.0,1,0,0.118279307823544,0.3,0.76,0.0,0.0,0.0,0.0636814632224908,E
NZ_JBWBFT010000045,NZ_JBWBFT010000045,low_risk,0,0,0,7824,False,,0,0.0,0,0.0,0.0882839996434956,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0556817068498719,E
NZ_JBWBFT010000046,NZ_JBWBFT010000046,low_risk,0,0,0,7428,False,,0,0.0,0,0.0,0.0812862708951061,0,0.0,0,1,0.120193861066236,0.3,0.76,0.0,0.0,0.0,0.0615601248214539,E
NZ_JBWBFT010000048,NZ_JBWBFT010000048,low_risk,0,0,0,6933,False,,0,0.0,0,0.0,0.0727765889288712,0,0.0,0,0,0.0851933352000387,0.3,0.76,0.0,0.0,0.0,0.0528779669926678,E
